##T[K]	p[bar]	E[V/mm]	v[mm/ms]	dL[mm^1/2]	dT[mm^1/2]
293.15	8	380	7179.51	0.0219568	0.0329072
293.15	8	390	7255.01	0.021941	0.0324301
293.15	8	400	7342.77	0.0221843	0.0322484
293.15	14	100	3030.82	0.0234137	0.0304345
293.15	14	110	3204.26	0.023683	0.0298379
293.15	14	120	3365.68	0.0229741	0.0292053
293.15	14	130	3518.24	0.0218575	0.0283424
293.15	14	140	3670.38	0.0210533	0.0286883
293.15	14	150	3790.76	0.0211831	0.0279269
293.15	14	160	3919.08	0.020595	0.0276672
293.15	14	170	4023.29	0.0202582	0.0276744
293.15	14	180	4141.98	0.019511	0.0274591
293.15	14	190	4254.62	0.0200769	0.0272133
293.15	14	200	4345.46	0.0193961	0.0274312
293.15	14	210	4450.83	0.0190569	0.0266289
293.15	14	220	4526.97	0.0195331	0.026713
293.15	14	230	4607.11	0.018801	0.0264251
293.15	14	240	4702.07	0.0189769	0.0274858
293.15	14	250	4779.18	0.0178553	0.0267822
293.15	14	260	4851.77	0.0182783	0.0267673
293.15	14	270	4925.92	0.0178749	0.0262716
293.15	14	280	4998.48	0.0184674	0.0262831
293.15	14	290	5078.78	0.017995	0.0268865
293.15	14	300	5133.32	0.0183501	0.0257156
293.15	14	310	5220.88	0.0179954	0.0263604
293.15	14	320	5278.03	0.0177894	0.0263975
293.15	14	330	5341.35	0.017597	0.0257727
293.15	14	340	5401.48	0.0176105	0.0261791
293.15	14	350	5467.74	0.0167602	0.0259673
293.15	14	360	5524.48	0.0171088	0.0260474
293.15	14	370	5584.13	0.0173771	0.0254922
293.15	14	380	5638.72	0.01677	0.0262212
293.15	14	390	5697.51	0.0172919	0.0259855
293.15	14	400	5756.48	0.0172627	0.0260951
293.15	4	100	5465.54	0.0315857	0.0487538
293.15	4	110	5676.71	0.0331887	0.0486467
293.15	4	120	5871.1	0.0326838	0.0477883
293.15	4	130	6072.2	0.0330416	0.048045
293.15	4	140	6268.1	0.0319143	0.0483458
293.15	4	150	6449.12	0.0314946	0.0472292
293.15	4	160	6631.19	0.0317519	0.0470649
293.15	4	170	6810.84	0.0312818	0.0471405
293.15	4	180	6987	0.0303228	0.0458172
293.15	4	190	7176.8	0.0315331	0.0453731
293.15	4	200	7348.58	0.030607	0.0454747
293.15	4	210	7518.71	0.030979	0.0452852
293.15	4	220	7684.13	0.0307469	0.0451917
293.15	4	230	7850.15	0.0306222	0.0444733
293.15	4	240	8009.91	0.0307837	0.0449631
293.15	4	250	8179.86	0.0306805	0.0439935
293.15	4	260	8344.35	0.0305829	0.0436366
293.15	4	270	8498.64	0.0304156	0.0437562
293.15	4	280	8651.25	0.0296647	0.0432563
293.15	4	290	8818.2	0.0295708	0.0431919
293.15	4	300	8971.2	0.0300654	0.04287
293.15	4	310	9114.28	0.0298532	0.0424938
293.15	4	320	9282.37	0.029113	0.042303
293.15	4	330	9435.45	0.0293134	0.0420729
293.15	4	340	9548.29	0.0293239	0.0414896
293.15	4	350	9704.08	0.0290608	0.0406395
293.15	4	360	9854.02	0.0288147	0.0418554
293.15	4	370	9985.43	0.0285051	0.0414904
293.15	4	380	10116.7	0.0291735	0.0412459
293.15	4	390	10231.2	0.0286225	0.0421548
293.15	4	400	10382.4	0.0278673	0.0407383
293.15	11	100	3475.28	0.02468	0.0323621
293.15	11	110	3656.75	0.0237343	0.0325488
293.15	11	120	3825.93	0.0241793	0.0316533
293.15	11	130	3980.93	0.0233753	0.0315463
293.15	11	140	4127.74	0.0225521	0.031219
293.15	11	150	4251.51	0.0222936	0.0310337
293.15	11	160	4381.43	0.0217098	0.0300721
293.15	11	170	4488.24	0.0212783	0.0304524
293.15	11	180	4608.46	0.020692	0.0308543
293.15	11	190	4725.68	0.0209809	0.0303416
293.15	11	200	4812.83	0.02014	0.0293669
293.15	11	210	4913.23	0.0204046	0.0297422
293.15	11	220	4997.45	0.0211258	0.0297105
293.15	11	230	5089.97	0.0205112	0.0304152
293.15	11	240	5174.98	0.0202428	0.0296188
293.15	11	250	5258.89	0.0196886	0.0294881
293.15	11	260	5343.06	0.0198727	0.0300591
293.15	11	270	5420.35	0.0202726	0.0288326
293.15	11	280	5502.91	0.019729	0.0296412
293.15	11	290	5576.35	0.0197897	0.0294877
293.15	11	300	5637.53	0.019351	0.0288748
293.15	11	310	5734.06	0.0193863	0.0291753
293.15	11	320	5811.66	0.0193923	0.0290566
293.15	11	330	5874.82	0.0195234	0.0292327
293.15	11	340	5940.26	0.0198635	0.0294224
293.15	11	350	6020.93	0.0191778	0.0291022
293.15	11	360	6090.54	0.0193267	0.029037
293.15	11	370	6160.66	0.0196851	0.0291997
293.15	11	380	6231.75	0.0199389	0.0288658
293.15	11	390	6285.41	0.0192147	0.028018
293.15	11	400	6365.88	0.0191022	0.0281026
293.15	1	100	10396.2	0.0550018	0.0824624
293.15	1	110	10896.6	0.0565293	0.0796298
293.15	1	120	11417.6	0.0556899	0.0796134
293.15	1	130	11901.3	0.0551633	0.0775549
293.15	1	140	12382.5	0.0556104	0.0771154
293.15	1	150	12817.4	0.052563	0.0769272
293.15	1	160	13262.6	0.0536588	0.0758756
293.15	1	170	13683.5	0.0532747	0.0747747
293.15	1	180	14104.3	0.0512539	0.0741718
293.15	1	190	14541.5	0.0500081	0.0725596
293.15	1	200	14916.8	0.0516976	0.0732568
293.15	1	210	15313	0.0499333	0.0711357
293.15	1	220	15720.4	0.0501305	0.0725719
293.15	1	230	16072.9	0.048414	0.0713494
293.15	1	240	16453.8	0.049471	0.070013
293.15	1	250	16835.1	0.0480016	0.0690551
293.15	1	260	17196.3	0.0474949	0.0696989
293.15	1	270	17522.7	0.049807	0.0683135
293.15	1	280	17887.9	0.0486389	0.0706089
293.15	1	290	18240.2	0.0481058	0.069261
293.15	1	300	18599.8	0.0476618	0.0681028
293.15	1	310	18953.4	0.0466908	0.0670708
293.15	1	320	19281.7	0.0478918	0.0684327
293.15	1	330	19652.6	0.0474011	0.0679602
293.15	1	340	19993	0.0484242	0.0675141
293.15	1	350	20309.8	0.0487143	0.0660402
293.15	1	360	20635.7	0.0479547	0.0663343
293.15	1	370	20991.2	0.0484944	0.0655551
293.15	1	380	21304.8	0.0469848	0.0653252
293.15	1	390	21647.6	0.0467813	0.0654972
293.15	1	400	21983.1	0.0466273	0.0666648
293.15	10	100	3653.36	0.0251091	0.0335546
293.15	10	110	3841.56	0.0251689	0.0334388
293.15	10	120	4015.4	0.0241047	0.0332098
293.15	10	130	4164.22	0.0229694	0.0323175
293.15	10	140	4313.72	0.0233628	0.03206
293.15	10	150	4438.19	0.0229932	0.0319857
293.15	10	160	4571.59	0.0225837	0.0312749
293.15	10	170	4682.94	0.0211493	0.0318727
293.15	10	180	4802.33	0.0213507	0.0304405
293.15	10	190	4912.94	0.0212597	0.0317912
293.15	10	200	4999.75	0.0212402	0.031396
293.15	10	210	5106.14	0.0208594	0.0312809
293.15	10	220	5190.21	0.0215378	0.0310424
293.15	10	230	5289.28	0.0214751	0.0306253
293.15	10	240	5371.41	0.0211844	0.0307702
293.15	10	250	5457.16	0.0203466	0.0308233
293.15	10	260	5542.27	0.020304	0.0300284
293.15	10	270	5635.3	0.0207167	0.0303764
293.15	10	280	5710.51	0.0200421	0.0307172
293.15	10	290	5785.27	0.0203719	0.0309828
293.15	10	300	5862.51	0.0205029	0.030569
293.15	10	310	5958.03	0.0200824	0.0307587
293.15	10	320	6037.19	0.0207118	0.0300557
293.15	10	330	6107.32	0.0199044	0.0307545
293.15	10	340	6175.66	0.0201293	0.0296369
293.15	10	350	6266.42	0.0197594	0.0302768
293.15	10	360	6333.41	0.020201	0.0297092
293.15	10	370	6421.15	0.0205031	0.0297996
293.15	10	380	6482.8	0.0194048	0.0293043
293.15	10	390	6564.9	0.0193505	0.0300384
293.15	10	400	6629.12	0.0193754	0.0296463
293.15	3	100	6132.01	0.0369021	0.0544628
293.15	3	110	6382.43	0.0366361	0.0554948
293.15	3	120	6633.56	0.0372541	0.0540725
293.15	3	130	6881.54	0.037832	0.0529351
293.15	3	140	7110.58	0.0365495	0.052376
293.15	3	150	7333.95	0.0362067	0.0531226
293.15	3	160	7577.05	0.0361151	0.0519957
293.15	3	170	7795.32	0.0355328	0.0517406
293.15	3	180	8012.38	0.0352882	0.0512483
293.15	3	190	8245.21	0.0350277	0.050911
293.15	3	200	8457.19	0.0345604	0.0505174
293.15	3	210	8650.12	0.0345126	0.0510273
293.15	3	220	8866.73	0.0347735	0.04866
293.15	3	230	9062.5	0.0334958	0.0489793
293.15	3	240	9258.07	0.0349728	0.048351
293.15	3	250	9461.06	0.0336577	0.0489545
293.15	3	260	9654.49	0.0333744	0.0485863
293.15	3	270	9825.1	0.0342076	0.0480064
293.15	3	280	10022.7	0.0319926	0.0474643
293.15	3	290	10199.5	0.0334252	0.0474283
293.15	3	300	10388.8	0.0324612	0.046701
293.15	3	310	10561.1	0.0334998	0.0475981
293.15	3	320	10748.7	0.0315239	0.0462889
293.15	3	330	10922.9	0.0326004	0.0465242
293.15	3	340	11062.2	0.0333404	0.0468317
293.15	3	350	11255	0.0324629	0.0454887
293.15	3	360	11411.7	0.0313903	0.0465083
293.15	3	370	11570.7	0.0319165	0.0447975
293.15	3	380	11772.1	0.031605	0.0461277
293.15	3	390	11894.4	0.0315324	0.0445862
293.15	3	400	12050	0.031484	0.0452292
293.15	6	100	4645.96	0.0278461	0.0406972
293.15	6	110	4832.89	0.0283793	0.0400527
293.15	6	120	5007.27	0.0274678	0.0403676
293.15	6	130	5170.82	0.027255	0.0404849
293.15	6	140	5326.75	0.0272736	0.0400956
293.15	6	150	5462.81	0.0273633	0.0392592
293.15	6	160	5601.76	0.0272317	0.0399646
293.15	6	170	5732.94	0.0266239	0.0394193
293.15	6	180	5877.17	0.0256325	0.0396832
293.15	6	190	6011.99	0.0258599	0.0395374
293.15	6	200	6134.76	0.0264202	0.0385754
293.15	6	210	6263.55	0.0262562	0.0390018
293.15	6	220	6382.59	0.0265625	0.0390801
293.15	6	230	6504.73	0.0259663	0.0386967
293.15	6	240	6625.32	0.0262355	0.0390428
293.15	6	250	6748.5	0.0258514	0.0371325
293.15	6	260	6873.35	0.0260534	0.0376773
293.15	6	270	6983.74	0.0254274	0.0381911
293.15	6	280	7107.31	0.0257886	0.0374904
293.15	6	290	7223.9	0.025877	0.0374034
293.15	6	300	7346.64	0.0253966	0.037353
293.15	6	310	7448.53	0.02527	0.0361799
293.15	6	320	7572.22	0.0254987	0.0364797
293.15	6	330	7691.65	0.024913	0.0369572
293.15	6	340	7801.65	0.0248893	0.0365934
293.15	6	350	7911.25	0.0256883	0.0361791
293.15	6	360	8011.04	0.024666	0.0361417
293.15	6	370	8131.51	0.0251409	0.0365679
293.15	6	380	8245.87	0.0243828	0.035901
293.15	6	390	8332.59	0.024282	0.035782
293.15	6	400	8443.44	0.0245628	0.0360231
293.15	27	100	1948.95	0.0221652	0.0263866
293.15	27	110	2091.57	0.0221202	0.0248918
293.15	27	120	2226.95	0.0214704	0.0244034
293.15	27	130	2360.26	0.0204786	0.0237093
293.15	27	140	2471.79	0.0192788	0.0231165
293.15	27	150	2591.95	0.0190856	0.0227136
293.15	27	160	2694.61	0.0179239	0.0229657
293.15	27	170	2802.81	0.0183118	0.0217418
293.15	27	180	2912.99	0.0180392	0.0215882
293.15	27	190	3000.27	0.0176235	0.0218872
293.15	27	200	3098.42	0.0172651	0.0212938
293.15	27	210	3179.83	0.0168998	0.0209877
293.15	27	220	3271.98	0.0167604	0.0210201
293.15	27	230	3354.94	0.0157203	0.021271
293.15	27	240	3431.71	0.0157384	0.020733
293.15	27	250	3511.91	0.0157731	0.0203658
293.15	27	260	3581.85	0.0155999	0.0202071
293.15	27	270	3660.07	0.0153734	0.0207386
293.15	27	280	3726.44	0.0154073	0.0201517
293.15	27	290	3791.8	0.0144546	0.0203782
293.15	27	300	3863.25	0.0150752	0.0198985
293.15	27	310	3925.15	0.0147461	0.0201529
293.15	27	320	3982.81	0.0145058	0.0196955
293.15	27	330	4045.68	0.0146858	0.0200076
293.15	27	340	4097.68	0.014359	0.0202129
293.15	27	350	4163.62	0.0142579	0.0199219
293.15	27	360	4210.19	0.0143275	0.0200037
293.15	27	370	4268.93	0.0137053	0.0194167
293.15	27	380	4311.32	0.0136303	0.0190263
293.15	27	390	4365.86	0.0141383	0.0195683
293.15	27	400	4418.93	0.0137341	0.0195126
293.15	32	100	1713.43	0.0216834	0.0250227
293.15	32	110	1845.78	0.0212109	0.0239887
293.15	32	120	1973.68	0.0204017	0.0232726
293.15	32	130	2092.62	0.0201813	0.0230857
293.15	32	140	2198.11	0.0193784	0.0223022
293.15	32	150	2306.66	0.0189624	0.0218224
293.15	32	160	2406.53	0.017212	0.022088
293.15	32	170	2511.89	0.0178916	0.0208878
293.15	32	180	2611.03	0.0174528	0.0207955
293.15	32	190	2701.77	0.0168477	0.0209823
293.15	32	200	2793.49	0.0167312	0.0200294
293.15	32	210	2872.39	0.016663	0.0203577
293.15	32	220	2958.25	0.0157454	0.0200884
293.15	32	230	3042.11	0.0150558	0.019831
293.15	32	240	3112.78	0.0157818	0.0197536
293.15	32	250	3186.1	0.0155968	0.0195431
293.15	32	260	3265.53	0.0150368	0.0195806
293.15	32	270	3341.19	0.0151637	0.0195949
293.15	32	280	3406.92	0.0147072	0.0192307
293.15	32	290	3478.06	0.0140989	0.0191281
293.15	32	300	3545.36	0.0147562	0.0192346
293.15	32	310	3601.17	0.0142425	0.0185046
293.15	32	320	3655.51	0.01424	0.0186328
293.15	32	330	3718.88	0.0141023	0.0186376
293.15	32	340	3775.34	0.0140159	0.0182557
293.15	32	350	3834.94	0.0138899	0.0182733
293.15	32	360	3888.07	0.0137047	0.0185401
293.15	32	370	3941.61	0.0130988	0.0183742
293.15	32	380	3977.88	0.0134289	0.0183886
293.15	32	390	4037.23	0.0133489	0.0180102
293.15	32	400	4094.62	0.0131158	0.0182711
293.15	28	100	1893.52	0.0221525	0.0257949
293.15	28	110	2036.53	0.0218775	0.0252346
293.15	28	120	2174.07	0.0204832	0.0243974
293.15	28	130	2300.7	0.0203802	0.0233433
293.15	28	140	2409.1	0.0195279	0.023089
293.15	28	150	2521.74	0.0192134	0.0228918
293.15	28	160	2632.3	0.0177545	0.0226655
293.15	28	170	2741.1	0.0184372	0.0216811
293.15	28	180	2853.31	0.0174552	0.022427
293.15	28	190	2931.86	0.0172958	0.0212461
293.15	28	200	3032.25	0.0168229	0.0211947
293.15	28	210	3109.69	0.0167734	0.0211092
293.15	28	220	3200.91	0.0163712	0.021188
293.15	28	230	3285.61	0.0160032	0.0206316
293.15	28	240	3364.85	0.0155832	0.0207482
293.15	28	250	3444.29	0.0158202	0.0201393
293.15	28	260	3514.54	0.0157147	0.020854
293.15	28	270	3589	0.0157462	0.0203615
293.15	28	280	3663.99	0.0149574	0.0199536
293.15	28	290	3719.52	0.0148196	0.0205925
293.15	28	300	3789.68	0.0144664	0.0197956
293.15	28	310	3853.1	0.0147107	0.019874
293.15	28	320	3915.45	0.0141903	0.0194483
293.15	28	330	3977.22	0.014279	0.0196246
293.15	28	340	4027.06	0.014018	0.0193955
293.15	28	350	4093.17	0.0139206	0.0195799
293.15	28	360	4143.34	0.0139349	0.0192776
293.15	28	370	4194.45	0.0138364	0.0199077
293.15	28	380	4236.81	0.0136922	0.0189166
293.15	28	390	4297.96	0.0138019	0.0193374
293.15	28	400	4345.72	0.0137409	0.0191222
293.15	19	100	2492.14	0.0225198	0.0279559
293.15	19	110	2655.17	0.0226346	0.0272168
293.15	19	120	2815.73	0.0217605	0.0262458
293.15	19	130	2954.48	0.0207106	0.0259254
293.15	19	140	3088.44	0.0199121	0.0260271
293.15	19	150	3214.64	0.0192784	0.0257225
293.15	19	160	3332.81	0.0195675	0.025395
293.15	19	170	3446.36	0.0193987	0.0242605
293.15	19	180	3556.7	0.0182699	0.0244379
293.15	19	190	3658.12	0.0182069	0.0248168
293.15	19	200	3752.81	0.0184492	0.0236181
293.15	19	210	3846.96	0.0180804	0.0235981
293.15	19	220	3932.23	0.0178514	0.0237127
293.15	19	230	4020.42	0.0172734	0.0234769
293.15	19	240	4108.85	0.0170485	0.0236697
293.15	19	250	4185.42	0.0172972	0.0231534
293.15	19	260	4259.91	0.0169756	0.0233314
293.15	19	270	4327.37	0.0170903	0.0232541
293.15	19	280	4409.35	0.0165344	0.0234565
293.15	19	290	4471.05	0.0163994	0.0225226
293.15	19	300	4541.27	0.0159492	0.0232483
293.15	19	310	4602.58	0.0162705	0.0228982
293.15	19	320	4660.48	0.0158634	0.0227277
293.15	19	330	4721.07	0.0155327	0.023002
293.15	19	340	4788.8	0.0154046	0.0225648
293.15	19	350	4841.62	0.0153461	0.0228047
293.15	19	360	4898.27	0.0160674	0.0228409
293.15	19	370	4949.03	0.0153303	0.0226028
293.15	19	380	5005.8	0.0152942	0.0231732
293.15	19	390	5048.81	0.0149984	0.022658
293.15	19	400	5107.8	0.0149908	0.0226147
293.15	29	100	1845.99	0.0223419	0.0250896
293.15	29	110	1980.2	0.0221477	0.0243503
293.15	29	120	2118.36	0.0202353	0.0237604
293.15	29	130	2243.2	0.0199334	0.0230024
293.15	29	140	2353.26	0.0195403	0.0231613
293.15	29	150	2470.8	0.0187576	0.0221337
293.15	29	160	2572.16	0.0174675	0.0215975
293.15	29	170	2679.39	0.0184082	0.0220256
293.15	29	180	2784.79	0.0180074	0.0213785
293.15	29	190	2873.66	0.017249	0.0214661
293.15	29	200	2974.42	0.0168448	0.0209419
293.15	29	210	3047.66	0.0162768	0.0207927
293.15	29	220	3140.31	0.0163804	0.0212221
293.15	29	230	3219.94	0.0159316	0.0203718
293.15	29	240	3300.33	0.0157769	0.0204251
293.15	29	250	3375.61	0.0157333	0.0202388
293.15	29	260	3436.9	0.015167	0.0201658
293.15	29	270	3520.41	0.0151208	0.0205568
293.15	29	280	3589.87	0.0148108	0.0199704
293.15	29	290	3658.79	0.0148277	0.0200125
293.15	29	300	3723.62	0.0148497	0.0194668
293.15	29	310	3794.57	0.0145985	0.0193855
293.15	29	320	3841.04	0.014035	0.0196548
293.15	29	330	3910.11	0.0140846	0.0194476
293.15	29	340	3963.02	0.0143021	0.019317
293.15	29	350	4025.2	0.0142434	0.0189787
293.15	29	360	4072.65	0.0139833	0.0188071
293.15	29	370	4131.2	0.0137963	0.0190879
293.15	29	380	4167.69	0.013725	0.0191406
293.15	29	390	4227.13	0.013427	0.0189975
293.15	29	400	4282.63	0.0134711	0.0187045
293.15	24	100	2119.75	0.0219321	0.026528
293.15	24	110	2273.32	0.022008	0.0253043
293.15	24	120	2409.88	0.0211782	0.025024
293.15	24	130	2547.09	0.0203851	0.0240777
293.15	24	140	2673.13	0.019649	0.024097
293.15	24	150	2793.56	0.0189472	0.0237071
293.15	24	160	2898.5	0.0183973	0.0233046
293.15	24	170	3015.07	0.0187728	0.0230732
293.15	24	180	3121.26	0.0181407	0.0228388
293.15	24	190	3222.41	0.0178822	0.0224574
293.15	24	200	3307.86	0.0172677	0.0223971
293.15	24	210	3402.25	0.0166084	0.0218614
293.15	24	220	3495.34	0.0169001	0.0221607
293.15	24	230	3581.76	0.0170792	0.0218443
293.15	24	240	3660.32	0.0159285	0.0217971
293.15	24	250	3734.33	0.0165383	0.0214739
293.15	24	260	3808.72	0.0154229	0.0217113
293.15	24	270	3879.07	0.0161399	0.0214125
293.15	24	280	3956.35	0.0153377	0.0212524
293.15	24	290	4020.37	0.0153424	0.0213961
293.15	24	300	4090.31	0.0150373	0.0212114
293.15	24	310	4158.76	0.0155356	0.0207966
293.15	24	320	4207.9	0.0148148	0.0206543
293.15	24	330	4271.87	0.0151828	0.0208223
293.15	24	340	4321.41	0.0146426	0.02094
293.15	24	350	4383.11	0.0147567	0.0205816
293.15	24	360	4443.73	0.0147446	0.0204808
293.15	24	370	4491.81	0.014712	0.0202743
293.15	24	380	4546.94	0.0142484	0.0206664
293.15	24	390	4598.55	0.014396	0.0206722
293.15	24	400	4644.53	0.0143642	0.0207032
293.15	5	100	4999.97	0.0295602	0.044254
293.15	5	110	5194.04	0.0301362	0.0439592
293.15	5	120	5372.16	0.0300486	0.0438635
293.15	5	130	5547.73	0.0301883	0.0433384
293.15	5	140	5722.39	0.029895	0.0432833
293.15	5	150	5867.39	0.0284987	0.0425372
293.15	5	160	6036.56	0.0289618	0.04323
293.15	5	170	6186.08	0.0290778	0.042695
293.15	5	180	6347.28	0.0287619	0.0421957
293.15	5	190	6493.86	0.0290809	0.0412733
293.15	5	200	6626.83	0.0283272	0.0412473
293.15	5	210	6774.27	0.0284335	0.0416298
293.15	5	220	6918.79	0.0279464	0.0416475
293.15	5	230	7061.86	0.0280057	0.0409895
293.15	5	240	7204	0.0286178	0.040295
293.15	5	250	7339.73	0.0285759	0.0415784
293.15	5	260	7485.11	0.0272515	0.0413704
293.15	5	270	7601.15	0.0275895	0.0404902
293.15	5	280	7757.86	0.027671	0.0403429
293.15	5	290	7888.41	0.0273065	0.0396589
293.15	5	300	8015.34	0.0274433	0.0395622
293.15	5	310	8147.08	0.0284214	0.0394478
293.15	5	320	8290.41	0.0261006	0.0397866
293.15	5	330	8421.96	0.0271045	0.0391433
293.15	5	340	8524.57	0.0277427	0.0392468
293.15	5	350	8664.54	0.027046	0.0392911
293.15	5	360	8785.82	0.026768	0.0397385
293.15	5	370	8899.65	0.0266892	0.0379469
293.15	5	380	9031.18	0.0268029	0.0386896
293.15	5	390	9133.57	0.0270859	0.0386069
293.15	5	400	9251.26	0.0258499	0.0386064
