##T[K]	p[bar]	E[V/mm]	v[mm/ms]	dL[mm^1/2]	dT[mm^1/2]
293.15	16	370	5741.91	0.0267094	0.0361191
293.15	16	380	5820.89	0.0258644	0.0358808
293.15	16	390	5896.94	0.0251999	0.0356604
293.15	16	400	5979.87	0.0244026	0.0362292
293.15	18	100	2884.58	0.0264937	0.0369125
293.15	18	110	3024.37	0.027278	0.0372944
293.15	18	120	3165.29	0.0269762	0.0364071
293.15	18	130	3298.08	0.0268999	0.0363818
293.15	18	140	3426.83	0.0258218	0.036356
293.15	18	150	3543.73	0.0254983	0.0360707
293.15	18	160	3639.73	0.0255975	0.0356527
293.15	18	170	3757.49	0.0248072	0.0358658
293.15	18	180	3847.13	0.0239589	0.0365089
293.15	18	190	3953.56	0.0246601	0.0355061
293.15	18	200	4053.62	0.0243824	0.0355221
293.15	18	210	4149.43	0.0243319	0.0349893
293.15	18	220	4234.08	0.0256053	0.0351129
293.15	18	230	4314.22	0.0238307	0.0355602
293.15	18	240	4402.4	0.0242705	0.0351223
293.15	18	250	4486.44	0.0242987	0.0356457
293.15	18	260	4567.32	0.024437	0.0356891
293.15	18	270	4646.81	0.0240298	0.0354885
293.15	18	280	4727.96	0.0234858	0.0348225
293.15	18	290	4806.66	0.0240187	0.0347531
293.15	18	300	4875.6	0.0242164	0.0347492
293.15	18	310	4960.8	0.0241435	0.0345958
293.15	18	320	5031.78	0.0239478	0.0342499
293.15	18	330	5100.67	0.0240152	0.0349288
293.15	18	340	5189.61	0.0239341	0.0341213
293.15	18	350	5255.59	0.0239618	0.0346136
293.15	18	360	5336.85	0.0239092	0.0341422
293.15	18	370	5418.53	0.0246716	0.0340947
293.15	18	380	5478.42	0.0239638	0.0340847
293.15	18	390	5557.35	0.0238304	0.0343853
293.15	18	400	5637.51	0.0235799	0.0342319
293.15	5	100	5336.07	0.045242	0.0644023
293.15	5	110	5595.73	0.0452643	0.064545
293.15	5	120	5852.98	0.0439731	0.0644955
293.15	5	130	6100.25	0.045027	0.0634093
293.15	5	140	6366.82	0.0465198	0.0640109
293.15	5	150	6601.26	0.0444218	0.062517
293.15	5	160	6821.89	0.043567	0.0618932
293.15	5	170	7063.66	0.0445078	0.0617702
293.15	5	180	7284.17	0.0444993	0.0608438
293.15	5	190	7518.96	0.0436159	0.0604927
293.15	5	200	7737.06	0.0429129	0.0604737
293.15	5	210	7959.5	0.0435653	0.0591454
293.15	5	220	8188.21	0.042634	0.0598178
293.15	5	230	8401.89	0.0420116	0.0593196
293.15	5	240	8600.17	0.042653	0.0574461
293.15	5	250	8804.11	0.0433478	0.0588748
293.15	5	260	9026.08	0.040694	0.0585493
293.15	5	270	9213.27	0.0414065	0.0582265
293.15	5	280	9404.27	0.0425491	0.0566653
293.15	5	290	9609.85	0.0401537	0.0561071
293.15	5	300	9809.76	0.041447	0.0575083
293.15	5	310	9994.89	0.0413178	0.0553636
293.15	5	320	10195.4	0.0398437	0.0551106
293.15	5	330	10357.9	0.0407528	0.0563367
293.15	5	340	10554.2	0.0398139	0.055925
293.15	5	350	10770.8	0.0415034	0.0543728
293.15	5	360	10936.7	0.0408698	0.0562863
293.15	5	370	11125.5	0.0403105	0.0553649
293.15	5	380	11316	0.0400237	0.0542938
293.15	5	390	11484.4	0.0396814	0.0541186
293.15	5	400	11642.9	0.0407959	0.0536398
293.15	13	100	3399.6	0.0296465	0.0431729
293.15	13	110	3555.53	0.0297228	0.0420937
293.15	13	120	3712.27	0.0301988	0.042696
293.15	13	130	3867.04	0.0302595	0.0422068
293.15	13	140	4005.02	0.0295356	0.0418434
293.15	13	150	4119.3	0.0290404	0.0421846
293.15	13	160	4245.52	0.0287565	0.041134
293.15	13	170	4368.46	0.028332	0.0414899
293.15	13	180	4471.73	0.0276188	0.0416663
293.15	13	190	4593.31	0.0274563	0.0413434
293.15	13	200	4703.56	0.028221	0.041734
293.15	13	210	4814.99	0.0278122	0.0402757
293.15	13	220	4921.67	0.0288082	0.0410937
293.15	13	230	5022.37	0.0283116	0.0410334
293.15	13	240	5139	0.0283037	0.0409519
293.15	13	250	5230.85	0.0280964	0.0398805
293.15	13	260	5330.8	0.0283616	0.0402124
293.15	13	270	5439.67	0.0293941	0.0401625
293.15	13	280	5526.63	0.0274584	0.0407178
293.15	13	290	5630.56	0.0282083	0.0393024
293.15	13	300	5727.06	0.0273411	0.0396586
293.15	13	310	5838.11	0.0283809	0.0400854
293.15	13	320	5913.36	0.027933	0.040012
293.15	13	330	6015.95	0.027364	0.0387789
293.15	13	340	6117.27	0.0274049	0.0393986
293.15	13	350	6224.72	0.0275845	0.039058
293.15	13	360	6306.86	0.0275053	0.039355
293.15	13	370	6410.69	0.0288065	0.0385086
293.15	13	380	6489.82	0.0271288	0.0388348
293.15	13	390	6579.13	0.0281204	0.0388809
293.15	13	400	6690.77	0.0277229	0.0396015
293.15	27	100	2294.94	0.0244606	0.0317289
293.15	27	110	2421.96	0.0246789	0.031454
293.15	27	120	2546.03	0.0241013	0.0313731
293.15	27	130	2664.03	0.0232215	0.0311805
293.15	27	140	2792.05	0.0238448	0.0307117
293.15	27	150	2884.37	0.0217589	0.0302791
293.15	27	160	2973.32	0.0222807	0.0305872
293.15	27	170	3078.87	0.021662	0.0304228
293.15	27	180	3163.32	0.0206336	0.0300908
293.15	27	190	3256.01	0.0206759	0.0297276
293.15	27	200	3340.32	0.0204579	0.0299162
293.15	27	210	3426.98	0.0209134	0.0294531
293.15	27	220	3493.63	0.0216561	0.0292454
293.15	27	230	3571.16	0.0203982	0.029161
293.15	27	240	3654.46	0.0203301	0.0296569
293.15	27	250	3715.33	0.0207452	0.0293539
293.15	27	260	3783.9	0.0202003	0.0295487
293.15	27	270	3851.12	0.020319	0.0295364
293.15	27	280	3916.54	0.0196273	0.0289781
293.15	27	290	3975.24	0.020027	0.0288743
293.15	27	300	4037.33	0.0201189	0.029088
293.15	27	310	4111.65	0.0197538	0.0288773
293.15	27	320	4171.12	0.0203064	0.0295046
293.15	27	330	4232.94	0.0202019	0.0291656
293.15	27	340	4287.39	0.0198409	0.0291276
293.15	27	350	4349.45	0.0201888	0.0279267
293.15	27	360	4399.5	0.0197035	0.0282352
293.15	27	370	4467.42	0.0205537	0.028601
293.15	27	380	4517.74	0.019825	0.029308
293.15	27	390	4564.73	0.020211	0.0289159
293.15	27	400	4627.56	0.0195612	0.0284693
293.15	12	100	3535.79	0.0305227	0.0442325
293.15	12	110	3695	0.03173	0.0445157
293.15	12	120	3850.24	0.0308306	0.044404
293.15	12	130	3994.23	0.0306973	0.0435391
293.15	12	140	4150.65	0.0306675	0.0428187
293.15	12	150	4283.44	0.0302612	0.0430825
293.15	12	160	4403.51	0.0300586	0.0433529
293.15	12	170	4526.9	0.0294172	0.0423471
293.15	12	180	4649.38	0.0297663	0.0427644
293.15	12	190	4760.11	0.029322	0.0418377
293.15	12	200	4879.5	0.0292514	0.042597
293.15	12	210	5003.47	0.0299456	0.0422324
293.15	12	220	5114.94	0.0290712	0.041772
293.15	12	230	5230.82	0.0287665	0.0421147
293.15	12	240	5337.25	0.029679	0.0418924
293.15	12	250	5437.9	0.0296698	0.0421231
293.15	12	260	5563.72	0.0291474	0.0423449
293.15	12	270	5669.52	0.0297762	0.0416606
293.15	12	280	5761.97	0.0285009	0.0416458
293.15	12	290	5872.57	0.0289772	0.0410294
293.15	12	300	5974.46	0.0282884	0.0414216
293.15	12	310	6075.18	0.0297542	0.0414986
293.15	12	320	6172.35	0.0292251	0.0407526
293.15	12	330	6287.36	0.0286372	0.0409316
293.15	12	340	6396.27	0.0287549	0.0409456
293.15	12	350	6471.4	0.0282902	0.0413612
293.15	12	360	6597.61	0.028644	0.0403665
293.15	12	370	6699.13	0.0285118	0.0404785
293.15	12	380	6785.87	0.0292219	0.0398282
293.15	12	390	6880.34	0.0283686	0.0403076
293.15	12	400	6968.7	0.028999	0.0403987
293.15	14	100	3275.62	0.0291811	0.0408755
293.15	14	110	3436.09	0.0293905	0.0411484
293.15	14	120	3582.96	0.0291627	0.0412949
293.15	14	130	3724.39	0.0289069	0.0395813
293.15	14	140	3860.3	0.027864	0.0411143
293.15	14	150	3979.45	0.0272353	0.0406497
293.15	14	160	4098.22	0.0278408	0.040732
293.15	14	170	4212.62	0.0277706	0.0407269
293.15	14	180	4321.09	0.0277189	0.0400092
293.15	14	190	4431.03	0.0274232	0.0398414
293.15	14	200	4536.46	0.0274516	0.0401934
293.15	14	210	4665.39	0.0273955	0.0396388
293.15	14	220	4755.36	0.0282103	0.0390903
293.15	14	230	4861.95	0.0264084	0.0394099
293.15	14	240	4954.29	0.0272603	0.0398238
293.15	14	250	5048.86	0.0271473	0.0397698
293.15	14	260	5137.19	0.0267481	0.0394049
293.15	14	270	5244.78	0.0273289	0.0389705
293.15	14	280	5335.54	0.026863	0.0392377
293.15	14	290	5427.08	0.0279731	0.0389384
293.15	14	300	5523.59	0.0273648	0.0388624
293.15	14	310	5611.87	0.0269272	0.0386745
293.15	14	320	5703.9	0.0269224	0.0387193
293.15	14	330	5801.3	0.0270507	0.0380117
293.15	14	340	5884.23	0.0267566	0.0382881
293.15	14	350	5983.75	0.0271898	0.0380984
293.15	14	360	6079.45	0.0263966	0.0387691
293.15	14	370	6155.26	0.0284758	0.0378503
293.15	14	380	6225.92	0.0264514	0.0383133
293.15	14	390	6324.83	0.0278025	0.0373602
293.15	14	400	6416.29	0.027167	0.0380477
293.15	1	100	13324.2	0.0861083	0.116496
293.15	1	110	14108.8	0.0874775	0.114976
293.15	1	120	14866.7	0.0825565	0.111492
293.15	1	130	15596	0.0847969	0.112768
293.15	1	140	16335.4	0.0827879	0.112326
293.15	1	150	17029.8	0.0824191	0.111118
293.15	1	160	17719.8	0.0840252	0.111627
293.15	1	170	18337	0.0817298	0.113478
293.15	1	180	18974.9	0.0832505	0.110907
293.15	1	190	19583.4	0.0827956	0.110003
293.15	1	200	20237.4	0.0825528	0.112351
293.15	1	210	20820.1	0.0829071	0.109959
293.15	1	220	21419.5	0.0846199	0.109849
293.15	1	230	22063.3	0.0887915	0.109073
293.15	1	240	22639.2	0.0862574	0.107893
293.15	1	250	23244.2	0.0883048	0.109559
293.15	1	260	23888.3	0.0869923	0.110852
293.15	1	270	24520.8	0.0904812	0.111663
293.15	1	280	25138	0.0891909	0.111938
293.15	1	290	25769	0.0887087	0.110754
293.15	1	300	26396.3	0.0911731	0.111708
293.15	1	310	27080.4	0.0961673	0.110648
293.15	1	320	27757.2	0.0974659	0.110845
293.15	1	330	28430.6	0.0955034	0.112178
293.15	1	340	29083.8	0.0960666	0.110145
293.15	1	350	29833.8	0.099489	0.109159
293.15	1	360	30480.3	0.0960176	0.110633
293.15	1	370	31231.6	0.0962126	0.109864
293.15	1	380	31923	0.0980615	0.110636
293.15	1	390	32598.3	0.0971955	0.109963
293.15	1	400	33399.6	0.0977989	0.109909
293.15	19	100	2795.07	0.026877	0.0361136
293.15	19	110	2944.91	0.0262796	0.0360293
293.15	19	120	3082.58	0.0273055	0.036341
293.15	19	130	3205.49	0.0256462	0.035403
293.15	19	140	3338.2	0.0260553	0.0347759
293.15	19	150	3447.26	0.0246357	0.0349907
293.15	19	160	3545.83	0.0250898	0.0348708
293.15	19	170	3660.25	0.0250063	0.0354408
293.15	19	180	3751.04	0.0240095	0.0347039
293.15	19	190	3854.96	0.024469	0.0345389
293.15	19	200	3957.24	0.0242074	0.0342425
293.15	19	210	4046.08	0.0241738	0.0339716
293.15	19	220	4125.31	0.0245269	0.0345323
293.15	19	230	4212.42	0.0237806	0.0346822
293.15	19	240	4295.28	0.0238929	0.034729
293.15	19	250	4370.57	0.0236085	0.0341758
293.15	19	260	4447.91	0.0236927	0.0340029
293.15	19	270	4534.95	0.0228941	0.0343785
293.15	19	280	4600.86	0.0230428	0.0339529
293.15	19	290	4685.69	0.0234029	0.0344861
293.15	19	300	4758.81	0.0237486	0.0337859
293.15	19	310	4836.34	0.0240459	0.0337021
293.15	19	320	4910.76	0.023993	0.033496
293.15	19	330	4976.75	0.023825	0.0340306
293.15	19	340	5051	0.0233162	0.0330415
293.15	19	350	5127.86	0.023274	0.033397
293.15	19	360	5194.47	0.0236923	0.0339989
293.15	19	370	5272.79	0.0240253	0.033324
293.15	19	380	5334.83	0.0233318	0.0335818
293.15	19	390	5396.35	0.0239606	0.0328163
293.15	19	400	5485.14	0.022749	0.0337076
293.15	25	100	2400.01	0.0246735	0.0325895
293.15	25	110	2535.04	0.0247436	0.0322548
293.15	25	120	2663.63	0.0239411	0.0322225
293.15	25	130	2775.2	0.0237795	0.0321565
293.15	25	140	2903.09	0.0233147	0.0313674
293.15	25	150	2997.4	0.0227329	0.0315039
293.15	25	160	3096.69	0.0229342	0.0312826
293.15	25	170	3199.06	0.0222298	0.0307402
293.15	25	180	3293.42	0.0215914	0.0312127
293.15	25	190	3385.07	0.0211854	0.030731
293.15	25	200	3470.98	0.0211743	0.030723
293.15	25	210	3564.38	0.021469	0.0301679
293.15	25	220	3631.13	0.0222245	0.0302233
293.15	25	230	3704.31	0.0206707	0.0307062
293.15	25	240	3785.61	0.0210161	0.0300748
293.15	25	250	3851.04	0.0214282	0.0301453
293.15	25	260	3925.15	0.0212167	0.0299405
293.15	25	270	3991.81	0.0212368	0.0295996
293.15	25	280	4059.98	0.0209018	0.0301452
293.15	25	290	4121.81	0.0212654	0.0301838
293.15	25	300	4189.15	0.0204045	0.0300769
293.15	25	310	4257.8	0.0204349	0.0299109
293.15	25	320	4319.86	0.0209127	0.0302494
293.15	25	330	4383.75	0.0207014	0.0301714
293.15	25	340	4432.87	0.0209842	0.0297487
293.15	25	350	4504.56	0.020847	0.0297612
293.15	25	360	4562.26	0.0202631	0.0306332
293.15	25	370	4620.51	0.0213877	0.0299269
293.15	25	380	4671.61	0.0207147	0.0294911
293.15	25	390	4731.95	0.0208227	0.0298175
293.15	25	400	4792.34	0.0204957	0.0294321
293.15	6	100	4887.65	0.0422922	0.0594879
293.15	6	110	5108.06	0.0418972	0.0607233
293.15	6	120	5337.81	0.0411951	0.0587047
293.15	6	130	5556.16	0.0403458	0.0591904
293.15	6	140	5772.05	0.0405135	0.0586445
293.15	6	150	5986.63	0.0410127	0.0582649
293.15	6	160	6172.33	0.0402459	0.0586287
293.15	6	170	6381.08	0.0416248	0.0579713
293.15	6	180	6585	0.0409081	0.0566507
293.15	6	190	6787.48	0.0405585	0.0562296
293.15	6	200	6985.97	0.0399111	0.0561157
293.15	6	210	7175.46	0.0409952	0.0561528
293.15	6	220	7395.26	0.0398953	0.056053
293.15	6	230	7571.18	0.0398186	0.0550946
293.15	6	240	7734.55	0.0405046	0.0556352
293.15	6	250	7931.86	0.0399523	0.0550877
293.15	6	260	8113.9	0.0381473	0.0549306
293.15	6	270	8257.58	0.0398942	0.0549759
293.15	6	280	8450.87	0.039003	0.0534329
293.15	6	290	8645.26	0.0384934	0.052546
293.15	6	300	8808.55	0.0390664	0.0524404
293.15	6	310	8981.78	0.0397642	0.0521315
293.15	6	320	9148.7	0.0380149	0.053233
293.15	6	330	9301.07	0.0375669	0.0529195
293.15	6	340	9462.7	0.0381757	0.0519788
293.15	6	350	9643.08	0.0387268	0.0510348
293.15	6	360	9815.48	0.0376887	0.0523692
293.15	6	370	9977.06	0.0368894	0.0509297
293.15	6	380	10145.6	0.037238	0.051077
293.15	6	390	10287.2	0.0376161	0.0512642
293.15	6	400	10442.1	0.0388268	0.0502148
293.15	29	100	2199.35	0.0239079	0.0315154
293.15	29	110	2323.19	0.0239075	0.0307529
293.15	29	120	2445.05	0.0231871	0.0301666
293.15	29	130	2560.18	0.0226655	0.0300911
293.15	29	140	2670.97	0.0225803	0.0299423
293.15	29	150	2774.9	0.021989	0.02988
293.15	29	160	2871.35	0.0219376	0.029801
293.15	29	170	2966.02	0.0208682	0.0290181
293.15	29	180	3049.65	0.0207657	0.0288683
293.15	29	190	3144.11	0.0208668	0.0291341
293.15	29	200	3219.5	0.0204086	0.029594
293.15	29	210	3303.96	0.0202528	0.0291028
293.15	29	220	3373.39	0.0209653	0.0285868
293.15	29	230	3450.26	0.0202328	0.0282218
293.15	29	240	3523.98	0.0204742	0.028014
293.15	29	250	3586.23	0.0195345	0.0286125
293.15	29	260	3655.45	0.0205512	0.0289039
293.15	29	270	3723.57	0.0195266	0.0286341
293.15	29	280	3790.71	0.0191777	0.0277626
293.15	29	290	3852.96	0.0197447	0.0283535
293.15	29	300	3911.65	0.0195385	0.0277026
293.15	29	310	3970.56	0.0191424	0.0281892
293.15	29	320	4030.32	0.0195835	0.0277983
293.15	29	330	4084.32	0.0195074	0.0283881
293.15	29	340	4140.97	0.0193614	0.0281326
293.15	29	350	4204.72	0.0190849	0.0276093
293.15	29	360	4258.89	0.0189037	0.0279375
293.15	29	370	4311.93	0.0191814	0.0275039
293.15	29	380	4372.82	0.0197925	0.0280654
293.15	29	390	4413.93	0.019413	0.0280822
293.15	29	400	4469.26	0.0189874	0.0275541
293.15	17	100	2969.99	0.0270307	0.037713
293.15	17	110	3111.88	0.0282599	0.0373551
293.15	17	120	3259.61	0.0271111	0.0380539
293.15	17	130	3388.42	0.026664	0.0380452
293.15	17	140	3523.04	0.0275254	0.0372678
293.15	17	150	3643.69	0.0264064	0.0374294
293.15	17	160	3741.7	0.0265781	0.0369583
293.15	17	170	3851.46	0.0255097	0.0365381
293.15	17	180	3951.34	0.0243812	0.0368565
293.15	17	190	4057.7	0.025085	0.0370973
293.15	17	200	4154.52	0.0244878	0.0366943
293.15	17	210	4258.15	0.0250665	0.0353755
293.15	17	220	4342.23	0.0260688	0.0360641
293.15	17	230	4431.1	0.0245293	0.0354998
293.15	17	240	4539.6	0.02492	0.0365588
293.15	17	250	4606.12	0.0245923	0.0362262
293.15	17	260	4687.68	0.0242182	0.0360378
293.15	17	270	4776.5	0.024907	0.0356629
293.15	17	280	4855.91	0.0241703	0.035482
293.15	17	290	4940.91	0.0243492	0.035363
293.15	17	300	5017.55	0.0245059	0.0353418
293.15	17	310	5099.02	0.0247543	0.0350519
293.15	17	320	5168.92	0.0246494	0.0351063
293.15	17	330	5260.9	0.0247855	0.035358
293.15	17	340	5329.98	0.0248382	0.0347787
293.15	17	350	5408.49	0.0242688	0.0363853
293.15	17	360	5487.66	0.0241467	0.034952
293.15	17	370	5577.04	0.0245654	0.0349281
293.15	17	380	5650.31	0.0252356	0.0350473
293.15	17	390	5717.9	0.0249062	0.0346537
293.15	17	400	5786.29	0.0245648	0.0347589
293.15	20	100	2720.53	0.0262199	0.0361479
293.15	20	110	2867.51	0.0265351	0.0358955
293.15	20	120	3004.08	0.0259604	0.0351357
293.15	20	130	3129.08	0.0256026	0.03453
293.15	20	140	3252.87	0.0252133	0.0349671
293.15	20	150	3358.54	0.0244012	0.0347437
293.15	20	160	3463.31	0.0252947	0.0346946
293.15	20	170	3567.66	0.0240147	0.034638
293.15	20	180	3660.11	0.0237746	0.0344439
293.15	20	190	3769.79	0.0235972	0.0341915
293.15	20	200	3855.77	0.0221702	0.0339712
293.15	20	210	3944.27	0.0237426	0.0337585
293.15	20	220	4023.9	0.0241931	0.0338115
293.15	20	230	4111.78	0.0230973	0.0331205
293.15	20	240	4197.73	0.0236543	0.033841
293.15	20	250	4276.83	0.0225523	0.0335464
293.15	20	260	4349.12	0.023072	0.0337524
293.15	20	270	4427.64	0.0234274	0.0337996
293.15	20	280	4494.64	0.0227732	0.033434
293.15	20	290	4571.6	0.0228007	0.0335985
293.15	20	300	4641.48	0.0229415	0.033236
293.15	20	310	4721.33	0.0233107	0.0335096
293.15	20	320	4793.62	0.0237961	0.0329595
293.15	20	330	4852.77	0.0229104	0.0330718
293.15	20	340	4925.64	0.0225884	0.0323054
293.15	20	350	5004.03	0.0224327	0.0325476
293.15	20	360	5073.4	0.0226887	0.0328866
293.15	20	370	5144.9	0.0234611	0.0329302
293.15	20	380	5192.51	0.0232498	0.0326586
293.15	20	390	5264.54	0.022964	0.0328571
293.15	20	400	5343.63	0.0221278	0.0330286
293.15	3	100	6982.99	0.0565343	0.0787304
293.15	3	110	7352.41	0.057376	0.0786183
293.15	3	120	7741	0.0564663	0.076312
293.15	3	130	8104.9	0.0553797	0.0770636
293.15	3	140	8477.47	0.0551227	0.075017
293.15	3	150	8824.57	0.0542549	0.0763023
293.15	3	160	9146.25	0.0544023	0.0733601
293.15	3	170	9478.36	0.0556897	0.074501
293.15	3	180	9812.16	0.053767	0.0731096
293.15	3	190	10141.1	0.0523461	0.0712173
293.15	3	200	10438.5	0.0525097	0.0726384
293.15	3	210	10739.1	0.0519192	0.0715408
293.15	3	220	11078.8	0.0523447	0.0717009
293.15	3	230	11359.3	0.0519707	0.0711568
293.15	3	240	11622.4	0.0506324	0.0693486
293.15	3	250	11946.8	0.0509573	0.0695044
293.15	3	260	12234.2	0.0516512	0.0707258
293.15	3	270	12529.7	0.0501218	0.0676342
293.15	3	280	12771.3	0.0501908	0.0695974
293.15	3	290	13057	0.0498709	0.0669312
293.15	3	300	13317.4	0.0480894	0.0683429
293.15	3	310	13581	0.0493123	0.0682983
293.15	3	320	13840.2	0.0488595	0.067058
293.15	3	330	14116.1	0.0481214	0.0677045
293.15	3	340	14347.8	0.0485373	0.0667386
293.15	3	350	14612.7	0.0493709	0.0667795
293.15	3	360	14868.6	0.0497826	0.0665278
293.15	3	370	15104.9	0.0487685	0.0669385
293.15	3	380	15361.6	0.0472601	0.0644812
293.15	3	390	15631	0.048361	0.0654742
293.15	3	400	15851.6	0.0480297	0.0652963
